42075	0	228263	1
35759	0	287458	1
139085	0	321407	1
539088	0	342356	1
17783	0	422588	1
37254	0	453978	1
41129	0	573046	1
5152	0	655744	1
308442	0	720501	1
530687	0	810569	1
5736	0	1064524	1
43353	0	1132228	1
6623	0	1158718	1
306966	0	1322471	1
42715	0	1537185	1
474261	0	1664648	1
5151	0	1843716	1
5151	0	1843718	1
20978	0	2244463	1
2622	0	215233	1
309093	0	2419833	1
202289	0	1555550	1
35758	0	2720276	1
37253	0	287459	1
32334	0	931948	1
43041	0	3211494	1
202562	0	356790	1
464698	0	3283541	1
1064231	0	1640311	1
336278	0	3310369	1
34669	0	3338948	1
312657	0	287458	1
115063	0	810574	1
1061907	0	4240700	1
1061907	0	4240708	1
31311	0	4447641	1
1013857	0	4619495	1
104619	0	1403187	1
43108	0	5128195	1
36852	0	5392978	1
196777	0	4950376	1
41992	0	5468272	1
173626	0	5501826	1
32908	0	5574708	1
12414	0	5585446	1
11173	0	5695116	1
302489	0	5697100	1
2625	0	5734738	1
102762	0	5756175	1
317509	0	5764031	1
33128	0	5781801	1
34189	0	5849447	1
21433	0	5854655	1
105	0	810574	1
202823	0	5863927	1
42698	0	2384354	1
43542	0	6005670	1
13857	0	6023525	1
480927	0	6038956	1
21106	0	6206413	1
111397	0	503760	1
36861	0	6274866	1
321509	0	6281090	1
311049	0	189197	1
1177387	0	6410340	1
104622	0	6493966	1
2517	0	1910226	1
216611	0	5500001	1
93691	0	6671472	1
23943	0	6822989	1
6621	0	1158717	1
32890	0	7833941	1
10192	0	139179	1
246857	0	187533	1
42075	0	228263	1
255698	0	282366	1
2666	0	283125	1
6274	0	306439	1
530922	0	311339	1
4895	0	338152	1
141812	0	429070	1
445291	0	444951	1
5100	0	459201	1
256982	0	474009	1
253388	0	496437	1
146093	0	570459	1
254053	0	623245	1
262466	0	649475	1
5552	0	746066	1
472361	0	750284	1
5593	0	785317	1
23260	0	895573	1
390585	0	984646	1
393070	0	1011410	1
6645	0	1067093	1
170100	0	1082453	1
43353	0	1132228	1
6444	0	1213625	1
6099	0	1237747	1
37252	0	1403183	1
270739	0	1504889	1
7010	0	1505340	1
5150	0	948511	1
498089	0	1541724	1
441238	0	1550784	1
493741	0	1560040	1
2541	0	1642085	1
5151	0	1843716	1
5151	0	1843718	1
246606	0	1849014	1
203422	0	649481	1
4806	0	2005113	1
3396	0	2037165	1
5433	0	2221049	1
21030	0	2229798	1
20978	0	2244463	1
8349	0	2245207	1
170907	0	2278763	1
262978	0	168175	1
2622	0	215233	1
476404	0	2386668	1
261871	0	2433430	1
70637	0	872325	1
1041874	0	2601637	1
1139121	0	2623568	1
1039441	0	2702395	1
9839	0	2725015	1
1055963	0	2735359	1
1137368	0	2792156	1
1137337	0	2794835	1
8566	0	2893947	1
248659	0	2996194	1
238632	0	3008652	1
242353	0	3054004	1
69448	0	284188	1
304267	0	3084417	1
1041178	0	3152325	1
43041	0	3211494	1
1046194	0	3315840	1
468774	0	3319966	1
263871	0	3320064	1
5077	0	3356985	1
341527	0	3439047	1
3338	0	3471117	1
3338	0	3471119	1
3338	0	3471122	1
239465	0	3493033	1
1180537	0	3503494	1
1180536	0	3504571	1
400044	0	3510902	1
65334	0	3526846	1
368526	0	3589179	1
1055886	0	3590753	1
189176	0	3674890	1
145847	0	1068955	1
11910	0	3743679	1
1185806	0	3761709	1
1053390	0	3796337	1
150287	0	3808411	1
2902	0	3716494	1
975789	0	3341598	1
7513	0	3905635	1
2604	0	4013668	1
5156	0	655750	1
1081643	0	4084012	1
515322	0	4267334	1
970548	0	4278655	1
1026878	0	4319422	1
226860	0	4375260	1
1001858	0	4379561	1
8401	0	4511872	1
1060645	0	4512809	1
264550	0	4540222	1
73614	0	863181	1
1053423	0	4606841	1
9845	0	2725015	1
1061036	0	4735453	1
514822	0	1536464	1
1055680	0	4804371	1
1055680	0	4804378	1
6424	0	4865645	1
10939	0	4869910	1
195673	0	4954191	1
292481	0	4980327	1
965081	0	5008148	1
150145	0	21561	1
256981	0	5028051	1
5039	0	5041399	1
1178948	0	5058119	1
1040571	0	5078792	1
1041875	0	5165879	1
997497	0	5189282	1
1055827	0	5338976	1
234480	0	5398748	1
46972	0	5447314	1
9843	0	5460968	1
41992	0	5468272	1
52965	0	5492571	1
81877	0	5666433	1
1178190	0	5704517	1
3339	0	5721806	1
273885	0	5730730	1
195672	0	5742591	1
248665	0	5751970	1
33128	0	5781801	1
33913	0	274080	1
240598	0	5821057	1
265922	0	23483	1
33762	0	5848033	1
34189	0	5849447	1
21433	0	5854655	1
275147	0	5868014	1
458430	0	5875340	1
245827	0	2996193	1
2223	0	5994168	1
248239	0	6009210	1
38216	0	6011732	1
9842	0	6018322	1
13857	0	6023525	1
3342	0	6026282	1
275083	0	6116864	1
9846	0	6149778	1
420593	0	6187130	1
67783	0	6254789	1
9844	0	6351067	1
255232	0	1948484	1
444676	0	5269588	1
341902	0	1174585	1
341902	0	6456020	1
4157	0	6461438	1
88004	0	6485012	1
1494	0	6528343	1
65331	0	6536098	1
2549	0	6541817	1
2517	0	1910226	1
206780	0	6587817	1
7188	0	6692906	1
540528	0	6708995	1
524358	0	271347	1
539690	0	6783394	1
23943	0	6822989	1
304480	0	6908179	1
5753	0	6927537	1
479737	0	6939710	1
51401	0	6970206	1
543323	0	7041606	1
507264	0	7046257	1
491709	0	7046297	1
248660	0	7125319	1
1165976	0	7813223	1
32890	0	7833941	1
420588	0	8387762	1
